project,sha,module,test,category
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingButAlsoIncludingAGivenSetTest.wrapperBooleans,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingButAlsoIncludingAGivenSetTest.wrapperBytes,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingButAlsoIncludingAGivenSetTest.wrapperChars,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingButAlsoIncludingAGivenSetTest.wrapperDoubles,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingButAlsoIncludingAGivenSetTest.wrapperFloats,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingButAlsoIncludingAGivenSetTest.wrapperIntegers,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingButAlsoIncludingAGivenSetTest.wrapperLongs,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingButAlsoIncludingAGivenSetTest.wrapperShorts,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.ctorOnly,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.enums,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.explicitConversion,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.favorValueOf,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.manyParameters,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.onlyTrumpsAlso,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.onlyTrumpsGenerators,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.primitiveBooleans,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.primitiveBytes,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.primitiveChars,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.primitiveDoubles,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.primitiveFloats,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.primitiveIntegers,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.primitiveLongs,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.primitiveShorts,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.strings,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.wrapperBooleans,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.wrapperBytes,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.wrapperChars,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.wrapperDoubles,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.wrapperFloats,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.wrapperIntegers,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.wrapperLongs,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.wrapperShorts,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.ShrinkingTest.assumptionFailureWhileShrinking,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.ShrinkingTest.disablingShrinking,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.UsualJUnitMachineryOnPropertyBasedTest.orderingOfStatements,NIO;OD
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.UsualJUnitMachineryOnShrinkingPropertyBasedTest.orderingOfStatements,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.UsualJUnitMachineryOnSubclassPropertyTest.expectedOrderingOfMethods,NIO
https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.UsualJUnitMachineryOnTraitBasedPropertyTest.expectedOrderingOfMethods,NIO
https://github.com/querydsl/querydsl,2bf234caf78549813a1e0f44d9c30ecc5ef734e3,querydsl-hibernate-search,com.querydsl.hibernate.search.SearchQueryTest.singleResult,OD-Brit
